'tain	tɛ̃
numérisez	nymeʁize
numérisiez	nymeʁizje
numérisions	nymeʁizjɔ̃
numérisons	nymeʁizɔ̃
numérisâmes	nymeʁizɑm
numérisât	nymeʁizɑ
numérisâtes	nymeʁizɑt
numérisèrent	nymeʁizɛʁ
numérisé	nymeʁize
numéro	nymeʁo
numéron	nymeʁɔ̃
numéroter	nymeʁɔte
nunavik	nunavik
nunavut	nunavut
nuncupatif	nɔ̃kypatif
nuncupatifs	nœ̃kypatif
nuncupative	nœ̃kypativ
nuncupativement	nɔ̃kypativmɑ̃
nuncupatives	nœ̃kypativ
nunuche	nynyʃ
nuptial	nypsjal
nuque	nyk
nuremberg	nyʁɛ̃bɛʁ
nus	ny
nutella	nytɛla
nutritif	nytʁitif
nutritifs	nytʁitif
nutrition	nytʁisjɔ̃
nutritive	nytʁitiv
nutritives	nytʁitiv
nuuk	nuk
nuée	nɥe
nycthéméral	niktemeʁal
nylon	nilɔ̃
nymphe	nɛ̃f
nymphes	nɛ̃f
nymphette	nɛ̃fɛt
nymphomane	nɛ̃fɔman
nymphomanes	nɛ̃fɔman
nymphomanie	nɛ̃fɔmani
nymphéa	nɛ̃fea
nº	nymeʁo
nævus	nevys
nèfle	nɛfl
nèg	nɛɡ
nègre	nɛɡʁ
né	ne
néanmoins	neɑ̃mwɛ̃
néant	neɑ̃
nébuleuse	nebyløz
nébulisation	nebylizasjɔ̃
nébuliser	nebylize
nécessaire	nesesɛʁ
nécessairement	nesesɛʁmɑ̃
nécessiter	nesesite
nécessité	nesesite
nécrologie	nekʁɔlɔʒi
nécrologies	nekʁɔlɔʒi
nécromancie	nekʁɔmɑ̃si
nécromancien	nekʁɔmɑ̃sjɛ̃
nécromantique	nekʁɔmɑ̃tik
nécrophage	nekʁɔfaʒ
nécrophore	nekʁɔfɔʁ
nécrose	nekʁoz
née	ne
néerlandais	neɛʁlɑ̃dɛ
néerlandais	nɛʁlɑ̃dɛ
nées	ne
néfaste	nefast
néflier	neflije
négation	neɡasjɔ̃
négationnisme	neɡasjɔnizm
négationniste	neɡasjɔnist
négative	neɡativ
négativement	neɡativmɑ̃
négatives	neɡativ
négativité	neɡativite
néglige	neɡliʒ
négligea	neɡliʒa
négligeai	neɡliʒe
négligeaient	neɡliʒɛ
négligeais	neɡliʒɛ
négligeait	neɡliʒɛ
négligeant	neɡliʒɑ̃
négligeas	neɡliʒɑ
négligeasse	neɡliʒas
négligeassent	neɡliʒas
négligeasses	neɡliʒas
négligeassiez	neɡliʒasje
négligeassions	neɡliʒasjɔ̃
négligemment	neɡliʒamɑ̃
négligence	neɡliʒɑ̃s
négligent	neɡliʒ
négligent	neɡliʒɑ̃
négligente	neɡliʒɑ̃t
négligentes	neɡliʒɑ̃t
négligents	neɡliʒɑ̃
négligeons	neɡliʒɔ̃
négliger	neɡliʒe
négligera	neɡliʒʁa
négligerai	neɡliʒʁe
négligeraient	neɡliʒʁɛ
négligerais	neɡliʒʁɛ
négligerait	neɡliʒʁɛ
négligeras	neɡliʒʁɑ
négligerez	neɡliʒʁe
négligeriez	neɡliʒəʁje
négligerions	neɡliʒəʁjɔ̃
négligerons	neɡliʒʁɔ̃
négligeront	neɡliʒʁɔ̃
négliges	neɡliʒ
négligez	neɡliʒe
négligeâmes	neɡliʒɑm
négligeât	neɡliʒɑ
négligeâtes	neɡliʒɑt
négligiez	neɡliʒje
négligions	neɡliʒjɔ̃
négligèrent	neɡliʒɛʁ
négligé	neɡliʒe
négligée	neɡliʒe
négoce	neɡɔs
négociable	neɡɔsjabl
négociant	neɡɔsjɑ̃
négociation	neɡɔsjasjɔ̃
négocier	neɡɔsje
négraille	neɡʁaj
négresse	neɡʁɛs
négrier	neɡʁije
négrillon	neɡʁijɔ̃
négro	neɡʁo
négropolitain	neɡʁɔpɔlitɛ̃
négropolitaine	neɡʁɔpɔlitɛn
négroïde	neɡʁɔid
néhémie	neemi
nématode	nematɔd
némorale	nemɔʁal
némésis	nemezis
nénaine	nenɛn
nénette	nenɛt
nénufar	nenyfaʁ
néné	nene
néo	neo
néoconfucéen	neɔkɔ̃fyseɛ̃
néodyme	neodim
néofascisme	neofaʃism
néofasciste	neofaʃist
néolatin	neolatɛ̃
néolibéralisme	neolibeʁalism
néolithique	neɔlitik
néologisme	neɔlɔʒism
néologismes	neɔlɔʒism
néon	neɔ̃
néonicotinoïde	neonikɔtinɔid
néophyte	neɔfit
néoptère	neɔptɛʁ
néotestamentaire	neɔtɛstamɑ̃tɛʁ
népal	nepal
népalaise	nepalɛz
népenthès	nepɛtɛs
néphrite	nefʁit
néphron	nefʁɔ̃
néphrotoxine	nefʁɔtɔksin
néphrotoxique	nefʁɔtɔksik
néphrétique	nefʁetik
népotiquement	nepɔtikmɑ̃
népotisme	nepɔtism
népète	nepɛt
népérien	nepeʁjɛ̃
népérienne	nepeʁjɛn
nérac	neʁak
néronien	neʁɔnjɛ̃
néré	neʁe
nérée	neʁe
nés	ne
nétiquette	netikɛt
nétiquettement	netikɛtmɑ̃
névralgie	nevʁalʒi
névralgique	nevʁalʒik
névraxe	nevʁaks
névrite	nevʁit
névrose	nevʁoz
névrotique	nevʁɔtik
névrotiquement	nevʁɔtikmɑ̃
névé	neve
nîmes	nim
nôtre	notʁ
nôtres	notʁ
nûment	nymɑ̃
nœud	nø
nœuds	nø
o	o
oasis	ɔazis
obfuscation	ɔpfyskasjɔ̃
obier	ɔbje
obit	ɔbit
obituaire	ɔbitɥɛʁ
objecter	ɔbʒɛkte
objectif	ɔbʒɛktif
objectifs	ɔbʒɛktif
objective	ɔbʒɛktiv
objectivement	ɔbʒɛktivmɑ̃
objectives	ɔbʒɛktiv
objectivité	ɔbʒɛktivite
objectivités	ɔbʒɛktivite
objet	ɔbʒɛ
oblat	ɔbla
obligataire	ɔbliɡatɛʁ
obligatoire	ɔbliɡatwaʁ
obligatoirement	ɔbliɡatwaʁmɑ̃
obligatoires	ɔbliɡatwaʁ
oblige	ɔbliʒ
obligeai	ɔbliʒe
obligeance	ɔbliʒɑ̃s
obliger	ɔbliʒe
obligé	ɔbliʒe
oblique	ɔblik
oblitérais	ɔbliteʁɛ
oblong	ɔblɔ̃
obnubilation	ɔbnybilasjɔ̃
obnubiler	ɔbnybile
obrepticement	ɔbʁɛptismɑ̃
obscur	ɔpskyʁ
obscurci	ɔpskyʁsi
obscurcir	ɔpskyʁsiʁ
obscurcira	ɔpskyʁsiʁa
obscurcirai	ɔpskyʁsiʁe
obscurciraient	ɔpskyʁsiʁɛ
obscurcirais	ɔpskyʁsiʁɛ
obscurcirait	ɔpskyʁsiʁɛ
obscurciras	ɔpskyʁsiʁɑ
obscurcirent	ɔpskyʁsiʁ
obscurcirez	ɔpskyʁsiʁe
obscurciriez	ɔpskyʁsiʁje
obscurcirions	ɔpskyʁsiʁjɔ̃
obscurcirons	ɔpskyʁsiʁɔ̃
obscurciront	ɔpskyʁsiʁɔ̃
obscurcis	ɔpskyʁsi
obscurcissaient	ɔpskyʁsisɛ
obscurcissais	ɔpskyʁsisɛ
obscurcissait	ɔpskyʁsisɛ
obscurcissant	ɔpskyʁsisɑ̃
obscurcisse	ɔpskyʁsis
obscurcissent	ɔpskyʁsis
obscurcisses	ɔpskyʁsis
obscurcissez	ɔpskyʁsise
obscurcissiez	ɔpskyʁsisje
obscurcissions	ɔpskyʁsisjɔ̃
obscurcissons	ɔpskyʁsisɔ̃
obscurcit	ɔpskyʁsi
obscurcîmes	ɔpskyʁsim
obscurcît	ɔpskyʁsi
obscurcîtes	ɔpskyʁsit
obscure	ɔpskyʁ
obscurité	ɔpskyʁite
obscène	ɔpsɛn
obscènement	ɔpsɛnmɑ̃
observable	ɔpsɛʁvabl
observance	ɔpsɛʁvɑ̃s
observant	ɔpsɛʁvɑ̃
observateur	ɔpsɛʁvatœʁ
observation	ɔpsɛʁvasjɔ̃
observer	ɔpsɛʁve
obsessif	ɔpsesif
obsession	ɔpsɛsjɔ̃
obsessive	ɔpsɛsiv
obsidienne	ɔpsidjɛn
obsolescente	ɔpsɔlɛsɑ̃t
obsolète	ɔpsɔlɛt
obsolètes	ɔpsɔlɛt
obstacle	ɔpstakl
obstacles	ɔpstakl
obstiner	ɔpstine
obstiné	ɔpstine
obstruction	ɔpstʁyksjɔ̃
obsèque	ɔpsɛk
obsèques	ɔpsɛk
obséder	ɔpsede
obtempérer	ɔptɑ̃peʁe
obtenir	ɔptəniʁ
obturante	ɔbtyʁɑ̃t
obturer	ɔptyʁe
obtus	ɔpty
obtusangle	ɔptyzɑ̃ɡl
obtuse	ɔptyz
obus	oby
obus	ɔby
obusier	obyzje
obusier	ɔbyzje
obusite	obyzit
obusite	ɔbyzit
obvenir	ɔbvəniʁ
obvie	ɔbvi
obvient	ɔbvi
obvient	ɔbvjɛ̃
obvier	ɔbvje
obèle	ɔbɛl
obèse	ɔbɛz
obéance	ɔbeɑ̃s
obédience	ɔbedjɑ̃s
obéir	ɔbeiʁ
obéissance	ɔbeisɑ̃s
obéissant	ɔbeisɑ̃
obélisque	ɔbelisk
obéré	ɔbeʁe
obésité	ɔbezite
occase	ɔkaz
occasion	ɔkazjɔ̃
occasionnellement	ɔkazjɔnɛlmɑ̃
occasionner	ɔkazjɔne
occident	ɔksidɑ̃
occidental	ɔksidɑ̃tal
occidentale	ɔksidɑ̃tal
occidentales	ɔksidɑ̃tal
occidentalisation	ɔksidɑ̃talizasjɔ̃
occidentaux	ɔksidɑ̃to
occidents	ɔksidɑ̃
occipital	ɔksipital
occiput	ɔksipyt
occire	ɔksiʁ
occitan	ɔksitɑ̃
occitanie	ɔksitani
occlusion	ɔklyzjɔ̃
occlusive	ɔklyziv
occulte	ɔkylt
occultement	ɔkyltəmɑ̃
occupant	ɔkypɑ̃
occupation	ɔkypasjɔ̃
occuper	ɔkype
occupé	ɔkype
occurrence	ɔkyʁɑ̃s
ocellaire	ɔsɛlɛʁ
ocelle	ɔsɛl
ocelot	oslo
ocelot	ɔslo
och	ɔʃ
ochlocratie	ɔklɔkʁasi
ocieuse	ɔsjøz
ocieux	ɔsjø
ocre	ɔkʁ
octal	ɔktal
octante	ɔktɑ̃t
octantième	ɔktɑ̃tjɛm
octavien	ɔktavjɛ̃
octet	ɔktɛ
octidi	ɔktidi
octobre	ɔktɔbʁ
octogonal	ɔktoɡonal
octogone	ɔktoɡon
octogénaire	ɔktɔʒenɛʁ
octomère	ɔktomɛʁ
octomériser	ɔktomeʁize
octopode	ɔktopɔd
octosyllabique	ɔktɔsilabik
octovalente	ɔktɔvalɑ̃t
octroi	ɔktʁwa
octroyer	ɔktʁwaje
octroyer	ɔktʁwɑje
octuple	ɔktypl
oculaire	ɔkylɛʁ
oculaires	ɔkylɛʁ
océan	ɔseɑ̃
océane	ɔsean
océanie	ɔseani
océanien	ɔseanjɛ̃
océanique	ɔseanik
océanne	ɔsean
océanographie	ɔseanɔɡʁafi
océanographies	ɔseanɔɡʁafi
océans	ɔseɑ̃
odette	ɔdɛt
odeur	ɔdœʁ
odieux	ɔdjø
odile	ɔdil
odin	ɔdɛ̃
odomètre	ɔdɔmɛtʁ
odonate	ɔdɔnat
odorant	ɔdɔʁɑ̃
odorat	ɔdɔʁa
odorats	ɔdɔʁa
odoriférant	ɔdɔʁifeʁɑ̃
odyssée	ɔdise
odéon	ɔdeɔ̃
oea	oøa
oenologue	enɔlɔɡ
oeuf	œf
offensante	ɔfɑ̃sɑ̃t
offense	ɔfɑ̃s
offenser	ɔfɑ̃se
offensive	ɔfɑ̃siv
office	ɔfis
officiante	ɔfisjɑ̃t
officier	ɔfisje
officiers	ɔfisje
officière	ɔfisjɛʁ
offrande	ɔfʁɑ̃d
offre	ɔfʁ
offres	ɔfʁ
offrir	ɔfʁiʁ
offshore	ɔfʃɔʁ
offusquer	ɔfyske
ogier	ɔʒje
ogif	ɔʒif
ogive	ɔʒiv
ogmios	ɔɡmʒɔ
ognon	ɔɲɔ̃
ogossagou	ɔɡɔsaɡu
ogre	ɔɡʁ
ogresse	ɔɡʁɛs
ogresses	ɔɡʁɛs
oh	o
ohm	om
ohé	ɔe
oie	wa
oient	wa
oies	wa
oigne	waɲ
oignent	waɲɑ̃
oignez	waɲe
oignon	ɔɲõ
oignon	ɔɲɔ̃
oignons	waɲɔ̃
oignons	ɔɲɔ̃
oindre	wɛ̃dʁ
oing	wɛ̃
oinj	wɛ̃ʒ
oins	wɛ̃
oint	wɛ̃
ois	wa
oise	waz
oiseau	wazo
oiseaux	lez‿wazo
oiseaux	wazo
oiselet	wazlɛ
oiseleur	wazlœʁ
oiselle	wazɛl
oiseusement	wazøzmɑ̃
oiseux	wazø
oisif	wazif
oisillon	wazijɔ̃
oisivement	wazivmɑ̃
oisiveté	wazivte
oison	wazɔ̃
oit	wa
okay	ɔke
okay	ɔkɛ
oki	ɔke
okoumé	ɔkume
okroug	okʁuɡ
okrougs	okʁuɡ
ol	oɛl
olfaction	ɔlfaksjɔ̃
oliban	ɔlibɑ̃
olibrius	ɔlibʁijys
oligarchie	ɔliɡaʁʃi
oligarque	ɔliɡaʁk
oligarques	ɔliɡaʁk
olim	ɔlim
olisbos	ɔlisbo
olivaie	ɔlivɛ
olivaire	ɔlivɛʁ
olive	ɔliv
oliveraie	ɔlivəʁɛ
oliveraie	ɔlivʁɛ
olivia	ɔlivja
olivier	ɔlivje
oliviers	ɔlivje
olivâtre	ɔlivɑtʁ
olonne	ɔlɔn
olympe	ɔlɛ̃p
olympiade	ɔlɛ̃pjad
olympien	ɔlɛ̃pjɛ̃
olympique	ɔlɛ̃pik
olympisme	ɔlɛ̃pism
oléacée	ɔlease
oléagineux	ɔleaʒinø
oléandre	ɔleɑ̃dʁ
oléandres	ɔleɑ̃dʁ
olécranienne	ɔlekʁanjɛn
olécrânienne	ɔlekʁɑnjɛn
oléoduc	ɔleɔdyk
oléoducs	ɔleɔdyk
oléopneumatique	ɔleɔpnømatik
oléopneumatiques	ɔleɔpnømatik
oléron	ɔleʁɔ̃
omanais	ɔmanɛ
omanaise	ɔmanɛz
ombelle	ɔ̃bɛl
ombilic	ɔ̃bilik
ombilical	ɔ̃bilikal
ombrage	ɔ̃bʁaʒ
ombrager	ɔ̃bʁaʒe
ombrale	ɔ̃bʁal
ombre	ɔ̃bʁ
ombrelle	ɔ̃bʁɛl
ombrelles	ɔ̃bʁɛl
ombrer	ɔ̃bʁe
ombres	ɔ̃bʁ
ombreusement	ɔ̃bʁøzmɑ̃
ombrie	ɔ̃bʁi
ombrienne	ɔ̃bʁijɛn
ombré	ɔ̃bʁe
ombudsman	ɔmbydsman
ombudsman	ɔ̃bydsmɑ̃
omelette	ɔmlɛt
omer	ɔmɛʁ
omettre	ɔmɛtʁ
omicron	ɔmikʁɔn
omicron	ɔmikʁɔ̃
omission	ɔmisjɔ̃
omnibus	ɔmnibys
omnipotent	ɔmnipɔtɑ̃
omnipotente	ɔmnipɔtɑ̃t
omnipotentes	ɔmnipɔtɑ̃t
omnipotents	ɔmnipɔtɑ̃
omniprésence	ɔmnipʁezɑ̃s
omniprésences	ɔmnipʁezɑ̃s
omniprésent	ɔmnipʁezɑ̃
omniprésente	ɔmnipʁezɑ̃t
omniprésentes	ɔmnipʁezɑ̃t
omniprésents	ɔmnipʁezɑ̃
omniscience	ɔmnisjɑ̃s
omnisciences	ɔmnisjɑ̃s
omniscient	ɔmnisjɑ̃
omnisciente	ɔmnisjɑ̃t
omniscientes	ɔmnisjɑ̃t
omniscients	ɔmnisjɑ̃
omnium	ɔmnjɔm
omnivore	ɔmnivɔʁ
omoplate	ɔmɔplat
oms	oɛmɛs
oméga	ɔmeɡa
on	ɔn‿
on	ɔ̃
onagre	ɔnaɡʁ
onagres	ɔnaɡʁ
onc	ɔ̃k
once	ɔ̃s
oncial	ɔ̃sjal
onciales	ɔ̃sjal
onciaux	ɔ̃sjo
oncle	ɔ̃kl
oncles	ɔ̃kl
oncques	ɔ̃k
onction	ɔ̃ksjɔ̃
onctueux	ɔ̃ktɥø
onde	ɔ̃d
ondes	ɔ̃d
ondin	ɔ̃dɛ̃
ondine	ɔ̃din
ondioline	ɔ̃djɔlin
ondoiement	ɔ̃dwamɑ̃
ondoyant	ɔ̃dwajɑ̃
ondoyer	ɔ̃dwaje
ondulait	ɔ̃dylɛ
ondulante	ɔ̃dylɑ̃t
ondulantes	ɔ̃dylɑ̃t
onduler	ɔ̃dyle
ondé	ɔ̃de
ondée	ɔ̃de
ongle	ɔ̃ɡl
onglerie	ɔ̃ɡləʁi
onglet	ɔ̃ɡlɛ
onguent	ɔ̃ɡɑ̃
ongulé	ɔ̃ɡyle
oniomanie	ɔnjɔmani
onirisme	ɔniʁism
onomastique	ɔnɔmastik
onomatopée	ɔnɔmatɔpe
onomatopéique	ɔnɔmatɔpeik
onques	ɔ̃k
ont	ɔ̃
ont	ɔ̃t‿
ontogénéticienne	ɔ̃tɔʒenetisjɛn
ontologie	ɔ̃tɔlɔʒi
ontologique	ɔ̃tɔlɔʒik
onu	oɛny
onze	ɔ̃z
onzième	ɔ̃zjɛm
onzièmement	ɔ̃zjɛmmɑ̃
onzièmes	ɔ̃zjɛm
onéreusement	ɔneʁøzmɑ̃
onéreux	ɔneʁø
onésime	ɔnezim
oogame	ɔɔɡam
oolithe	ɔɔlit
oolithique	ɔɔlitik
oologie	ɔolɔʒi
oologie	ɔɔlɔʒi
oophage	oɔfaʒ
oophagie	oɔfaʒi
oothèque	oɔtɛk
opacifier	ɔpasifje
opalescence	ɔpalɛsɑ̃s
opalescent	ɔpalɛsɑ̃
opalescente	ɔpalɛsɑ̃t
opalescentes	ɔpalɛsɑ̃t
opalescents	ɔpalɛsɑ̃
opaque	ɔpak
open	ɔpɛn
opercule	ɔpɛʁkyl
ophiure	ɔfjyʁ
ophélie	ɔfeli
opiacé	ɔpjase
opinel	ɔpinɛl
opiner	ɔpine
opinion	ɔpinjɔ̃
opiniâtre	ɔpinjɑtʁ
opium	ɔpjɔm
oponce	ɔpɔ̃s
opopanax	ɔpɔpanaks
opoponax	ɔpɔpɔnaks
opossum	ɔpɔsɔm
opothérapiquement	ɔpɔteʁapikmɑ̃
opportun	ɔpɔʁtœ̃
opportunité	ɔpɔʁtynite
opposant	ɔpozɑ̃
opposer	ɔpoze
opposition	ɔpozisjɔ̃
oppositionnelle	ɔpozisjɔnɛl
opposé	ɔpoze
oppresser	ɔpʁese
oppresseuse	ɔpʁɛsøz
oppression	ɔpʁɛsjɔ̃
opprobre	ɔpʁɔbʁ
optatif	ɔptatif
opter	ɔpte
opticien	ɔptisjɛ̃
optimalité	ɔptimalite
optimisa	ɔptimiza
optimisai	ɔptimize
optimisaient	ɔptimizɛ
optimisais	ɔptimizɛ
optimisait	ɔptimizɛ
optimisant	ɔptimizɑ̃
optimisas	ɔptimizɑ
optimisasse	ɔptimizas
optimisassent	ɔptimizas
optimisasses	ɔptimizas
optimisassiez	ɔptimizasje
optimisassions	ɔptimizasjɔ̃
optimisation	ɔptimizasjɔ̃
optimisations	ɔptimizasjɔ̃
optimise	ɔptimiz
optimisent	ɔptimiz
optimisera	ɔptimizʁa
optimiserai	ɔptimizʁe
optimiseraient	ɔptimizʁɛ
optimiserais	ɔptimizʁɛ
optimiserait	ɔptimizʁɛ
optimiseras	ɔptimizʁɑ
optimiserez	ɔptimizʁe
optimiseriez	ɔptimizəʁje
optimiserions	ɔptimizəʁjɔ̃
optimiserons	ɔptimizʁɔ̃
optimiseront	ɔptimizʁɔ̃
optimises	ɔptimiz
optimisez	ɔptimize
optimisiez	ɔptimizje
optimisions	ɔptimizjɔ̃
optimisme	ɔptimizm
optimismes	ɔptimism
optimisons	ɔptimizɔ̃
optimisâmes	ɔptimizɑm
optimisât	ɔptimizɑ
optimisâtes	ɔptimizɑt
optimisèrent	ɔptimizɛʁ
optimisé	ɔptimize
opulemment	ɔpylamɑ̃
opulence	ɔpylɑ̃s
opulent	ɔpylɑ̃
opuntia	ɔpɔ̃sja
opus	ɔpys
opéra	ɔpeʁa
opérante	ɔpeʁɑ̃t
opération	ɔpeʁasjɔ̃
opératiquement	ɔpeʁatikmɑ̃
opérative	ɔpeʁativ
opératoirement	ɔpeʁatwaʁmɑ̃
opérer	ɔpeʁe
oqlf	okyɛlɛf
or	ɔʁ
oracle	ɔʁakl
orage	ɔʁaʒ
orageux	ɔʁaʒø
oraison	ɔʁɛzɔ̃
oral	ɔʁal
orale	ɔʁal
orales	ɔʁal
oralisation	ɔʁalizasjɔ̃
oraliser	ɔʁalize
orange	ɔʁɑ̃ʒ
orangeat	ɔʁɑ̃ʒa
oranger	ɔʁɑ̃ʒe
orangeraie	ɔʁɑ̃ʒʁɛ
orateur	ɔʁatœʁ
oratorienne	ɔʁatɔʁjɛn
oratorio	ɔʁatɔʁjo
oraux	ɔʁo
orbe	ɔʁb
orbiculairement	ɔʁbikylɛʁmɑ̃
orbitales	ɔʁbital
orbite	ɔʁbit
orbiter	ɔʁbite
orcades	ɔʁkad
orchestra	ɔʁkɛstʁa
orchestrai	ɔʁkɛstʁe
orchestraient	ɔʁkɛstʁɛ
orchestrais	ɔʁkɛstʁɛ
orchestrait	ɔʁkɛstʁɛ
orchestral	ɔʁkɛstʁal
orchestrant	ɔʁkɛstʁɑ̃
orchestras	ɔʁkɛstʁɑ
orchestrasse	ɔʁkɛstʁas
orchestrassent	ɔʁkɛstʁas
orchestrasses	ɔʁkɛstʁas
orchestrassiez	ɔʁkɛstʁasje
orchestrassions	ɔʁkɛstʁasjɔ̃
orchestration	ɔʁkɛstʁasjɔ̃
orchestre	ɔʁkɛstʁ
orchestrent	ɔʁkɛstʁ
orchestrer	ɔʁkɛstʁe
orchestrera	ɔʁkɛstʁəʁa
orchestrerai	ɔʁkɛstʁəʁe
orchestreraient	ɔʁkɛstʁəʁɛ
orchestrerais	ɔʁkɛstʁəʁɛ
orchestrerait	ɔʁkɛstʁəʁɛ
orchestreras	ɔʁkɛstʁəʁɑ
orchestrerez	ɔʁkɛstʁəʁe
orchestreriez	ɔʁkɛstʁəʁje
orchestrerions	ɔʁkɛstʁəʁjɔ̃
orchestrerons	ɔʁkɛstʁəʁɔ̃
orchestreront	ɔʁkɛstʁəʁɔ̃
orchestrez	ɔʁkɛstʁe
orchestriez	ɔʁkɛstʁije
orchestrions	ɔʁkɛstʁijɔ̃
orchestrons	ɔʁkɛstʁɔ̃
orchestrâmes	ɔʁkɛstʁɑm
orchestrât	ɔʁkɛstʁɑ
orchestrâtes	ɔʁkɛstʁɑt
orchestrèrent	ɔʁkɛstʁɛʁ
orchestré	ɔʁkɛstʁe
orchidectomie	ɔʁkidɛktɔmi
orchidée	ɔʁkide
orchis	ɔʁkis
orchite	ɔʁkit
orchites	ɔʁkit
ordalie	ɔʁdali
ordi	ɔʁdi
ordinaire	ɔʁdinɛʁ
ordinairement	ɔʁdinɛʁmɑ̃
ordinateur	ɔʁdinatœʁ
ordinateurs	ɔʁdinatœʁ
ordiphone	ɔʁdifɔn
ordis	ɔʁdi
ordonnance	ɔʁdɔnɑ̃s
ordonnancer	ɔʁdɔnɑ̃se
ordonner	ɔʁdɔne
ordonnée	ɔʁdɔne
ordonnément	ɔʁdɔnemɑ̃
ordre	ɔʁdʁ
ordure	ɔʁdyʁ
ordurer	ɔʁdyʁe
ordures	ɔʁdyʁ
oreillarde	ɔʁɛjaʁd
oreille	ɔʁɛj
oreiller	ɔʁɛje
oreillette	ɔʁɛjɛt
oreillons	ɔʁɛjɔ̃
ores	ɔʁ
orfraie	ɔʁfʁɛ
orfèvre	ɔʁfɛvʁ
orfèvrerie	ɔʁfɛvʁəʁi
orfévri	ɔʁfevʁi
organe	ɔʁɡan
organicienne	ɔʁɡanisjɛn
organigramme	ɔʁɡaniɡʁam
organique	ɔʁɡanik
organiques	ɔʁɡanik
organisateur	ɔʁɡanizatœʁ
organisation	ɔʁɡanizasjɔ̃
organiser	ɔʁɡanize
organiseur	ɔʁɡanizœʁ
organiste	ɔʁɡanist
organoleptique	ɔʁɡanolɛptik
organométallique	ɔʁɡanometalik
orgasme	ɔʁɡasm
orgasmes	ɔʁɡasm
orge	ɔʁʒ
orgeat	ɔʁʒa
orgelet	ɔʁʒəlɛ
orgiaque	ɔʁʒjak
orgie	ɔʁʒi
orgue	ɔʁɡ
orgueil	ɔʁɡœj
orgueilleuse	ɔʁɡœjøz
orgueilleusement	ɔʁɡœjøzmɑ̃
orgueilleuses	ɔʁɡœjøz
orgueilleux	ɔʁɡœjø
orgueils	ɔʁɡœj
orgues	ɔʁɡ
orianne	ɔʁjan
orichalque	ɔʁikalk
orienta	ɔʁjɑ̃ta
orientai	ɔʁjɑ̃te
oriental	ɔʁjɑ̃tal
orientale	ɔʁjɑ̃tal
orientalement	ɔʁjɑ̃talmɑ̃
orientales	ɔʁjɑ̃tal
orientalisme	ɔʁjɑ̃talism
orientaliste	ɔʁjɑ̃talist
orientation	ɔʁjɑ̃tasjɔ̃
orientaux	ɔʁjɑ̃to
orienter	ɔʁjɑ̃te
orienteuse	ɔʁjɑ̃tøz
orienté	ɔʁjɑ̃te
orifice	ɔʁifis
oriflamme	ɔʁiflam
origami	ɔʁiɡami
origamique	ɔʁiɡamik
origamiquement	ɔʁiɡamikmɑ̃
origan	ɔʁiɡɑ̃
originaire	ɔʁiʒinɛʁ
originaires	ɔʁiʒinɛʁ
original	ɔʁiʒinal
originale	ɔʁiʒinal
originales	ɔʁiʒinal
originaux	ɔʁiʒino
origine	ɔʁiʒin
originel	ɔʁiʒinɛl
originelle	ɔʁiʒinɛl
originelles	ɔʁiʒinɛl
originels	ɔʁiʒinɛl
orignal	ɔʁiɲal
oripeau	ɔʁipo
oriya	ɔʁija
oriège	ɔʁjɛʒ
orl	oɛʁɛl
orle	ɔʁl
orly	ɔʁli
orléans	ɔʁleɑ̃
orme	ɔʁm
ormeau	ɔʁmo
ormeaux	ɔʁmo
ormiau	ɔʁmjo
orne	ɔʁn
ornement	ɔʁnəmɑ̃
ornemental	ɔʁnəmɑ̃tal
ornementer	ɔʁnəmɑ̃te
orner	ɔʁne
ornithorynque	ɔʁnitɔʁɛ̃k
ornière	ɔʁnjɛʁ
orogénique	ɔʁɔʒenik
oropharyngée	ɔʁɔfaʁɛ̃ʒe
orpailleur	ɔʁpajœʁ
orphelin	ɔʁfəlɛ̃
orphelinat	ɔʁfəlina
orphelinats	ɔʁfəlina
orphée	ɔʁfe
orque	ɔʁk
orsay	ɔʁsɛ
orteil	ɔʁtɛj
orthodontie	ɔʁtɔdɔ̃si
orthodontique	ɔʁtɔdɔ̃tik
orthodoxe	ɔʁtɔdɔks
orthodoxes	ɔʁtɔdɔks
orthodoxie	ɔʁtodɔksi
orthodoxies	ɔʁtɔdɔksi
orthogonal	ɔʁtoɡonal
orthographe	ɔʁtoɡʁaf
orthographie	ɔʁtɔɡʁafi
orthographique	ɔʁtoɡʁafik
orthographiquement	ɔʁtoɡʁafikmɑ̃
orthonormale	ɔʁtɔnɔʁmal
orthonormée	ɔʁtonɔʁme
orthophonie	ɔʁtofoni
orthophoniste	ɔʁtofonist
orthoptère	ɔʁtɔptɛʁ
orthoptéroïde	ɔʁtɔpteʁɔid
orthopédique	ɔʁtɔpedik
orthopédiques	ɔʁtɔpedik
orthopédiste	ɔʁtopedist
orthorexie	ɔʁtɔʁɛksi
orthosexuelle	ɔʁtosɛksɥɛl
orthospermée	ɔʁtɔspɛʁme
orthostatique	ɔʁtɔstatik
orthosympathique	ɔʁtosɛ̃patik
orthoépie	ɔʁtɔepi
orthoépique	ɔʁtɔepik
ortie	ɔʁti
ortolan	ɔʁtɔlɑ̃
orvet	ɔʁvɛ
orwellien	ɔʁwɛljɛ̃
oryctérope	ɔʁikteʁɔp
orée	ɔʁe
